state,week,SNWD,TAVG,SNOW
WV,25,0.0,71.26571428571428,0.0
WV,26,0.0,69.47214285714286,0.0
WV,27,0.0,71.825,0.0
WV,28,0.0,74.37714285714286,0.0
WV,29,0.0,76.235,0.0
WV,30,0.0,70.15357142857142,0.0
WV,31,0.0,69.125,0.0
WV,32,0.0,68.78428571428572,0.0
WV,33,0.0,73.54142857142857,0.0
WV,34,0.0,68.63642857142857,0.0
WV,35,0.0,65.31928571428571,0.0
WV,36,0.0,61.31,0.0
WV,37,0.0,63.80857142857143,0.0
WV,38,0.0,66.0425,0.0
WV,52,0.168729,41.99,0.0
